time,gold,gpr_total,gpr_threats,gpr_acts
1987-04-13,435.9,155.276611328125,162.17001342773438,122.96892547607422
1987-04-14,442.4,122.92731475830078,103.19910430908203,118.35758209228516
1987-04-15,444.1,130.1365966796875,82.55928039550781,147.5626983642578
1987-04-16,437.75,82.96234130859375,23.630563735961914,128.116455078125
1987-04-17,,153.25045776367188,35.25663375854492,225.45761108398438
1987-04-20,,134.17996215820312,167.20867919921875,97.62798309326172
1987-04-21,449.5,118.30599212646484,194.25714111328125,46.294185638427734
1987-04-22,445.5,135.33836364746094,128.49693298339844,128.61495971679688
1987-04-23,450.5,119.66583251953125,54.22612762451172,171.87379455566406
1987-04-24,462.2,83.93330383300781,78.09661865234375,102.36331939697266
1987-04-27,474.5,136.52664184570312,171.92388916015625,107.5511245727539
1987-04-28,453.0,183.6671142578125,156.9443817138672,196.36065673828125
1987-04-29,449.0,70.48016357421875,58.55268478393555,68.37420654296875
1987-04-30,453.25,81.21882629394531,69.40184783935547,77.18399047851562
1987-05-01,456.75,87.89566040039062,65.71883392333984,100.4959945678711
1987-05-04,,92.60942077636719,85.22248077392578,118.47328186035156
1987-05-05,459.25,149.6437225341797,108.4968032836914,169.6819610595703
1987-05-06,456.25,108.29548645019531,114.31285858154297,105.94245910644531
1987-05-07,456.25,99.70939636230469,110.44719696044922,82.91148376464844
1987-05-08,453.0,92.33638000488281,92.05216217041016,86.378173828125
1987-05-11,453.0,52.10780334472656,59.368473052978516,61.898963928222656
1987-05-12,460.7,78.09590148925781,64.87959289550781,86.58558654785156
1987-05-13,460.5,90.93323516845703,90.65332794189453,86.41580963134766
1987-05-14,461.05,67.26025390625,44.7021484375,74.57201385498047
1987-05-15,469.9,84.36080932617188,78.49439239501953,74.82523345947266
1987-05-18,473.25,133.09423828125,162.17001342773438,110.67202758789062
1987-05-19,471.1,185.87554931640625,198.5393524169922,198.7217254638672
1987-05-20,475.25,106.85701751708984,125.32718658447266,104.53524780273438
1987-05-21,469.1,77.5171890258789,72.12667846679688,68.75516510009766
1987-05-22,466.5,132.50270080566406,114.86508178710938,134.1323699951172
1987-05-25,449.0,87.68561553955078,58.27714157104492,97.21778869628906
1987-05-26,449.5,82.43946838378906,74.71428680419922,87.24673461914062
1987-05-27,453.1,134.11204528808594,147.0691680908203,100.36653900146484
1987-05-28,451.0,134.3722381591797,93.18860626220703,165.17306518554688
1987-05-29,,141.96719360351562,141.5301971435547,137.72518920898438
1987-06-01,442.9,128.56997680664062,150.793212890625,100.62113952636719
1987-06-02,455.0,112.62730407714844,132.0948486328125,99.1621322631836
1987-06-03,453.0,128.1103515625,121.63429260253906,131.8915252685547
1987-06-04,452.75,130.90902709960938,113.48355102539062,151.45037841796875
1987-06-05,453.5,91.53900146484375,91.25724029541016,104.66162872314453
1987-06-08,456.55,160.8042449951172,112.21649932861328,187.19927978515625
1987-06-09,452.65,102.31868743896484,102.00374603271484,85.0811996459961
1987-06-10,455.65,68.36443328857422,37.17491149902344,93.02263641357422
1987-06-11,457.0,90.13789367675781,11.232555389404297,149.90496826171875
1987-06-12,455.45,100.890380859375,111.75537109375,83.89351654052734
1987-06-15,449.75,85.73704528808594,93.24342346191406,64.81185913085938
1987-06-16,452.75,71.02971649169922,51.498966217041016,75.17164611816406
1987-06-17,451.25,61.11748123168945,85.30110168457031,40.656883239746094
1987-06-18,452.2,101.4660415649414,107.10393524169922,99.26139831542969
1987-06-19,449.0,60.629356384277344,65.93753051757812,45.832008361816406
1987-06-22,438.0,158.11778259277344,157.63108825683594,157.77587890625
1987-06-23,440.2,93.68878173828125,80.05747985839844,89.03446960449219
1987-06-24,441.75,123.83430480957031,24.690628051757812,185.3497772216797
1987-06-25,440.5,67.95011138916016,67.74095153808594,65.91975402832031
1987-06-26,444.1,61.864593505859375,89.70787811279297,37.41261672973633
1987-06-29,449.75,92.0157699584961,107.02128601074219,89.26632690429688
1987-06-30,447.3,58.687225341796875,39.00438690185547,75.9115219116211
1987-07-01,445.75,100.58403778076172,133.69923400878906,78.06285858154297
1987-07-02,446.25,84.93763732910156,45.1606330871582,113.00528717041016
1987-07-03,444.1,94.10704040527344,50.03593063354492,125.20471954345703
1987-07-06,444.1,94.64479064941406,102.9310531616211,85.85466766357422
1987-07-07,444.5,99.09390258789062,141.12698364257812,70.62830352783203
1987-07-08,446.4,80.14276123046875,93.21208953857422,77.74809265136719
1987-07-09,444.1,99.49407958984375,93.35325622558594,97.33229064941406
1987-07-10,444.75,111.65958404541016,86.57901763916016,134.11441040039062
1987-07-13,446.5,82.81419372558594,120.08622741699219,75.12283325195312
1987-07-14,447.0,46.74994659423828,13.31601333618164,77.74809265136719
1987-07-15,452.7,98.15015411376953,85.61702728271484,91.8167953491211
1987-07-16,453.75,52.02985763549805,23.053203582763672,67.3002700805664
1987-07-17,450.6,178.8909912109375,98.3946762084961,225.69491577148438
1987-07-20,450.9,90.19367218017578,114.43861389160156,81.81694793701172
1987-07-21,452.4,96.21566009521484,95.91950225830078,125.7242431640625
1987-07-22,454.9,179.5970458984375,159.15042114257812,221.2452850341797
1987-07-23,453.95,102.71527862548828,102.39910888671875,96.08734893798828
1987-07-24,453.3,176.91429138183594,170.28802490234375,192.76454162597656
1987-07-27,453.15,90.41748046875,81.94469451904297,136.69993591308594
1987-07-28,456.15,172.17088317871094,260.8941955566406,103.07914733886719
1987-07-29,457.75,102.95000457763672,60.37242126464844,120.85574340820312
1987-07-30,457.15,58.94248580932617,58.76105499267578,58.81502914428711
1987-07-31,462.5,111.72234344482422,55.68922805786133,139.3509521484375
1987-08-03,472.75,142.30599975585938,126.10487365722656,170.9238739013672
1987-08-04,473.4,128.78233337402344,114.12081909179688,142.7820587158203
1987-08-05,469.8,165.62838745117188,158.51382446289062,165.2702178955078
1987-08-06,468.7,119.2022476196289,112.58084106445312,146.07217407226562
1987-08-07,464.1,122.2349624633789,158.4163360595703,101.64220428466797
1987-08-10,461.1,77.57769775390625,92.80668640136719,90.31159210205078
1987-08-11,461.2,146.7593231201172,167.20867919921875,127.84617614746094
1987-08-12,463.4,115.39682006835938,108.27445983886719,124.1784439086914
1987-08-13,462.5,35.6190071105957,11.836456298828125,49.363868713378906
1987-08-14,460.0,88.88822174072266,47.26112747192383,118.26134490966797
1987-08-17,453.3,61.20217514038086,30.506893157958984,76.33728790283203
1987-08-18,457.5,79.98151397705078,79.73532104492188,99.76069641113281
1987-08-19,456.35,51.15934371948242,51.00187301635742,53.17574691772461
1987-08-20,456.1,36.87459182739258,24.507394790649414,40.883174896240234
1987-08-21,455.5,73.47654724121094,48.833587646484375,91.64707946777344
1987-08-24,459.5,101.0877456665039,46.512271881103516,168.11526489257812
1987-08-25,458.0,115.21974182128906,100.50695037841797,107.78492736816406
1987-08-26,457.4,105.49578857421875,42.068424224853516,152.05328369140625
1987-08-27,458.75,138.02365112304688,87.56288146972656,177.37335205078125
1987-08-28,453.4,136.78465270996094,118.57706451416016,168.1384735107422
1987-08-31,,103.51773834228516,127.0142822265625,79.45684051513672
1987-09-01,,108.83179473876953,108.4968032836914,113.12129974365234
1987-09-02,453.75,124.13961029052734,104.21685028076172,141.25660705566406
1987-09-03,463.1,87.0201644897461,104.10276794433594,125.42398834228516
1987-09-04,463.7,111.59358978271484,105.39482879638672,136.7484130859375
1987-09-07,,172.90875244140625,199.5938720703125,151.3463592529297
1987-09-08,456.95,77.36357116699219,42.068424224853516,93.57125854492188
1987-09-09,458.3,103.31594848632812,77.24845123291016,118.12686920166016
1987-09-10,460.2,101.751220703125,67.62535095214844,122.21348571777344
1987-09-11,459.85,87.46053314208984,76.29240417480469,109.0892562866211
1987-09-14,455.55,106.17205047607422,56.4507942199707,141.25660705566406
1987-09-15,458.8,101.53463745117188,75.91658020019531,116.09020233154297
1987-09-16,458.4,138.27415466308594,83.90779876708984,189.9657745361328
1987-09-17,460.5,128.16482543945312,98.28485870361328,163.95855712890625
1987-09-18,461.7,122.68769073486328,85.08525085449219,150.81019592285156
1987-09-21,459.1,143.6958465576172,120.63455963134766,138.35406494140625
1987-09-22,461.55,135.71041870117188,73.79600524902344,174.40061950683594
1987-09-23,462.4,161.30764770507812,149.32461547851562,172.4558868408203
1987-09-24,464.0,143.7931365966797,116.80413055419922,194.8523712158203
1987-09-25,461.8,147.8824920654297,106.14765167236328,196.75027465820312
1987-09-28,460.85,92.0157699584961,112.9015884399414,82.39968872070312
1987-09-29,459.4,166.2678680419922,102.00374603271484,202.06784057617188
1987-09-30,459.5,137.7627410888672,112.36802673339844,166.62405395507812
1987-10-01,454.9,99.11619567871094,52.0058479309082,130.134033203125
1987-10-02,454.35,81.07682800292969,46.18701171875,115.5735855102539
1987-10-05,456.5,43.682212829589844,29.031837463378906,48.43083953857422
1987-10-06,458.0,89.18451690673828,114.31285858154297,74.15972137451172
1987-10-07,458.05,109.77320098876953,115.8726806640625,107.3880615234375
1987-10-08,458.15,92.62113189697266,108.6306381225586,72.48694610595703
1987-10-09,462.05,76.2971420288086,88.73934936523438,63.44346618652344
1987-10-12,461.75,144.35501098632812,196.93040466308594,113.71804809570312
1987-10-13,459.2,98.04640197753906,83.78108978271484,104.82255554199219
1987-10-14,460.8,106.2521743774414,87.23245239257812,114.33789825439453
1987-10-15,466.6,85.9012680053711,74.9322509765625,89.28699493408203
1987-10-16,465.25,95.15454864501953,83.00394439697266,89.01448059082031
1987-10-19,481.0,120.8447494506836,99.2128677368164,130.04095458984375
1987-10-20,464.3,135.45816040039062,135.0412139892578,163.83665466308594
1987-10-21,467.0,79.89495086669922,73.52217864990234,91.98713684082031
1987-10-22,471.65,135.3173065185547,161.88095092773438,126.02305603027344
1987-10-23,470.5,128.91549682617188,111.75537109375,149.14402770996094
1987-10-26,475.0,64.39116668701172,42.79530715942383,83.28953552246094
1987-10-27,474.0,94.64479064941406,88.06324005126953,94.44012451171875
1987-10-28,477.5,95.6698226928711,47.68767166137695,139.216796875
1987-10-29,472.45,101.35070037841797,53.178279876708984,141.9390106201172
1987-10-30,468.8,65.0586166381836,64.85836029052734,54.0982780456543
1987-11-02,469.5,80.63045501708984,80.38226318359375,100.57012176513672
1987-11-03,464.25,97.23780059814453,25.850263595581055,161.71255493164062
1987-11-04,466.15,81.36131286621094,34.761802673339844,115.97911071777344
1987-11-05,457.55,111.83909606933594,42.47422790527344,159.42465209960938
1987-11-06,460.0,73.72964477539062,63.00231170654297,70.0668716430664
1987-11-09,463.5,97.22421264648438,41.53926086425781,127.04210662841797
1987-11-10,458.25,89.52886199951172,76.5028076171875,127.62179565429688
1987-11-11,461.85,104.86713409423828,49.19733810424805,153.8828887939453
1987-11-12,462.45,77.42227935791016,77.18396759033203,64.3790512084961
1987-11-13,464.95,113.60791778564453,83.45343017578125,139.216796875
1987-11-16,462.1,103.08820343017578,68.51393127441406,125.7242431640625
1987-11-17,464.6,106.05207824707031,87.06816864013672,114.12257385253906
1987-11-18,463.7,90.01542663574219,23.930227279663086,139.72120666503906
1987-11-19,465.15,83.33502960205078,62.308895111083984,95.28157806396484
1987-11-20,465.7,102.00775909423828,107.04606628417969,80.35829162597656
1987-11-23,469.4,64.67051696777344,57.30796432495117,71.70075225830078
1987-11-24,475.0,99.57617950439453,105.88765716552734,99.3608627319336
1987-11-25,476.5,104.0917739868164,73.25038146972656,122.19609832763672
1987-11-26,477.65,132.50270080566406,113.22415161132812,136.41351318359375
1987-11-27,478.4,117.05186462402344,105.02241516113281,126.53197479248047
1987-11-30,492.5,123.545654296875,169.3523712158203,102.7320785522461
1987-12-01,487.8,117.37445068359375,117.0131607055664,119.28954315185547
1987-12-02,490.9,120.77069091796875,137.5988006591797,114.77099609375
1987-12-03,491.1,133.57127380371094,170.44496154785156,133.28244018554688
1987-12-04,496.25,177.6455841064453,93.7581787109375,243.30003356933594
1987-12-07,481.15,133.84112548828125,80.05747985839844,178.06893920898438
1987-12-08,484.3,197.03004455566406,110.4882583618164,266.23455810546875
1987-12-09,484.2,126.25030517578125,95.8946304321289,139.9747772216797
1987-12-10,488.0,77.14859008789062,38.455562591552734,120.28400421142578
1987-12-11,493.5,97.1111068725586,32.270729064941406,143.55718994140625
1987-12-14,499.75,105.27227783203125,41.97929382324219,151.73114013671875
1987-12-15,492.5,145.6073760986328,60.482994079589844,191.7053985595703
1987-12-16,486.3,148.67898559570312,94.86165618896484,207.70046997070312
1987-12-17,477.5,102.17335510253906,53.60992431640625,125.20471954345703
1987-12-18,481.0,62.8968505859375,41.80216979980469,78.45105743408203
1987-12-21,480.0,118.30599212646484,180.38162231445312,81.01481628417969
1987-12-22,483.0,112.62730407714844,132.0948486328125,88.14412689208984
1987-12-23,481.5,115.06175994873047,156.96829223632812,70.49918365478516
1987-12-24,,88.67293548583984,126.28570556640625,73.73432159423828
1987-12-25,,154.58648681640625,176.12648010253906,110.1801528930664
1987-12-28,,72.96404266357422,58.19156265258789,72.80626678466797
1987-12-29,,102.5318603515625,47.176734924316406,144.28353881835938
1987-12-30,485.7,104.1688003540039,83.07852172851562,127.04210662841797
1987-12-31,484.1,85.27401733398438,91.55088806152344,65.45355987548828
1988-01-01,,55.67340850830078,74.00271606445312,46.294185638427734
1988-01-04,480.5,83.9590835571289,45.654903411865234,126.93566131591797
1988-01-05,475.5,116.83330535888672,82.21671295166016,125.7242431640625
1988-01-06,481.4,73.74918365478516,49.01478958129883,81.76634979248047
1988-01-07,483.5,82.40218353271484,32.85941696166992,118.76799011230469
1988-01-08,483.9,90.34275817871094,72.0517349243164,110.1801528930664
1988-01-11,483.9,92.60942077636719,85.22248077392578,82.9312973022461
1988-01-12,480.4,102.66221618652344,122.81546020507812,102.44022369384766
1988-01-13,481.9,85.7226333618164,85.45877075195312,81.46407318115234
1988-01-14,481.4,87.99008178710938,41.279640197753906,111.9017105102539
1988-01-15,480.3,96.26264953613281,90.3212661743164,94.17107391357422
1988-01-18,475.4,93.61604309082031,86.14881896972656,83.83272552490234
1988-01-19,477.1,60.22850036621094,66.71456909179688,44.517234802246094
1988-01-20,477.65,100.20222473144531,58.76105499267578,117.63005828857422
1988-01-21,477.2,159.5755157470703,142.62733459472656,183.02349853515625
1988-01-22,476.2,73.61261749267578,79.03111267089844,56.50264358520508
1988-01-25,476.25,99.94815826416016,113.87487030029297,83.11002349853516
1988-01-26,469.75,87.17283630371094,53.479698181152344,111.51837158203125
1988-01-27,465.0,74.71957397460938,74.48957824707031,62.13166427612305
1988-01-28,466.35,54.93478775024414,54.76569366455078,45.679996490478516
1988-01-29,458.0,41.78013229370117,47.601749420166016,49.630699157714844
1988-02-01,452.7,69.44586181640625,69.23210144042969,69.29569244384766
1988-02-02,455.9,64.32170104980469,64.12371826171875,64.18260955810547
1988-02-03,445.4,110.2148208618164,85.45877075195312,122.19609832763672
1988-02-04,443.25,75.6540756225586,64.64674377441406,80.88265991210938
1988-02-05,441.7,99.49407958984375,105.02241516113281,77.86582946777344
1988-02-08,442.1,85.85488891601562,71.32551574707031,107.0865478515625
1988-02-09,438.6,96.29557800292969,63.99944305419922,106.76371002197266
1988-02-10,441.1,60.5588264465332,48.297935485839844,70.49918365478516
1988-02-11,440.6,59.249176025390625,75.17593383789062,53.74641418457031
1988-02-12,443.6,37.76543045043945,64.54145812988281,26.916975021362305
1988-02-15,445.5,89.091064453125,64.59406280517578,107.75565338134766
1988-02-16,445.0,124.74104309082031,110.53961944580078,126.77632904052734
1988-02-17,445.6,116.71798706054688,110.81782531738281,110.91960906982422
1988-02-18,447.25,108.787109375,130.14271545410156,72.367919921875
1988-02-19,442.9,115.27250671386719,120.96598815917969,110.98733520507812
1988-02-22,445.5,100.7880630493164,66.98522186279297,111.74458312988281
1988-02-23,442.4,121.50344848632812,63.75233840942383,159.52725219726562
1988-02-24,435.75,93.8072280883789,105.20829010009766,87.75410461425781
1988-02-25,432.1,100.54119110107422,84.40565490722656,96.80364990234375
1988-02-26,430.45,80.7943344116211,32.218257904052734,107.49282836914062
1988-02-29,426.15,93.311767578125,66.44610595703125,110.84523010253906
1988-03-01,429.3,92.52982330322266,98.3946762084961,92.32974243164062
1988-03-02,428.9,95.18872833251953,75.91658020019531,116.09020233154297
1988-03-03,429.1,103.3477554321289,54.22612762451172,126.64385223388672
1988-03-04,431.8,134.977294921875,100.9213638305664,149.6504669189453
1988-03-07,435.9,115.63378143310547,135.62098693847656,101.80917358398438
1988-03-08,436.35,136.60072326660156,163.4163055419922,90.87023162841797
1988-03-09,436.5,116.4347152709961,139.2915802001953,106.50102233886719
1988-03-10,442.4,121.05729675292969,120.6846694946289,109.8141098022461
1988-03-11,441.8,112.10042572021484,89.404296875,130.5010223388672
1988-03-14,442.25,72.29810333251953,78.62789154052734,87.44457244873047
1988-03-15,442.2,87.00928497314453,74.34982299804688,93.02263641357422
1988-03-16,446.2,144.5273895263672,126.79261016845703,134.6005401611328
1988-03-17,445.5,146.62184143066406,173.23915100097656,126.43623352050781
1988-03-18,442.85,118.50753784179688,157.52366638183594,93.85021209716797
1988-03-21,449.25,123.76627349853516,101.6114273071289,121.07709503173828
1988-03-22,447.9,127.8748550415039,109.26964569091797,131.64907836914062
1988-03-23,449.5,105.72024536132812,81.9737548828125,146.5161590576172
1988-03-24,453.95,110.75454711914062,130.48883056640625,92.09587860107422
1988-03-25,451.8,93.3891372680664,98.5782470703125,73.08799743652344
1988-03-28,453.9,56.50435256958008,42.24781799316406,58.73142623901367
1988-03-29,454.9,100.7880630493164,133.97044372558594,55.872291564941406
1988-03-30,453.75,113.8133544921875,95.54781341552734,109.58242797851562
1988-03-31,456.95,97.57951354980469,133.11883544921875,68.32877349853516
1988-04-01,,80.51380157470703,91.73253631591797,66.94974517822266
1988-04-04,,155.78907775878906,147.13536071777344,136.361572265625
1988-04-05,453.6,92.80900573730469,85.40615844726562,94.9828872680664
1988-04-06,449.85,123.1437759399414,135.0412139892578,92.15811920166016
1988-04-07,447.2,150.83494567871094,127.23672485351562,164.0159912109375
1988-04-08,449.4,96.71730041503906,96.41960144042969,90.47640228271484
1988-04-11,448.8,127.69535064697266,134.79066467285156,112.42872619628906
1988-04-12,450.8,150.86941528320312,183.10177612304688,130.90711975097656
1988-04-13,449.35,69.14277648925781,87.7290267944336,62.721153259277344
1988-04-14,450.35,143.0677032470703,197.4840087890625,109.8141098022461
1988-04-15,456.3,88.63056945800781,77.31304168701172,110.54864501953125
1988-04-18,458.0,167.37184143066406,208.57081604003906,150.77284240722656
1988-04-19,456.9,229.3316192626953,292.1328430175781,211.88491821289062
1988-04-20,457.4,151.43167114257812,176.12648010253906,146.90687561035156
1988-04-21,454.25,82.42781066894531,102.71761322021484,85.6766357421875
1988-04-22,448.6,93.69991302490234,76.92711639404297,100.8304214477539
1988-04-25,450.2,99.09390258789062,84.67618560791016,105.94245910644531
1988-04-26,447.0,124.87854766845703,104.83718872070312,120.23628234863281
1988-04-27,450.3,115.90936279296875,48.65372085571289,162.32803344726562
1988-04-28,452.1,89.1038818359375,83.60433959960938,78.45105743408203
1988-04-29,449.0,187.08853149414062,186.51266479492188,173.87232971191406
1988-05-02,,94.4372329711914,101.38859558105469,96.64925384521484
1988-05-03,445.9,121.9743881225586,166.3985595703125,85.41097259521484
1988-05-04,443.25,91.17159271240234,109.06914520263672,90.97443389892578
1988-05-05,444.85,118.85968017578125,133.9495391845703,103.13274383544922
1988-05-06,442.8,97.42845916748047,72.84642791748047,111.39537811279297
1988-05-09,440.4,67.14663696289062,89.25328063964844,37.223026275634766
1988-05-10,446.65,103.51773834228516,103.19910430908203,86.0782470703125
1988-05-11,449.1,91.85629272460938,68.68016052246094,105.02440643310547
1988-05-12,451.0,118.49835205078125,96.65476989746094,143.3237762451172
1988-05-13,449.5,104.9757308959961,81.39647674560547,126.08643341064453
1988-05-16,453.25,173.96417236328125,202.33346557617188,132.60194396972656
1988-05-17,454.7,151.7206573486328,176.46258544921875,105.13373565673828
1988-05-18,454.0,117.42311096191406,110.9005355834961,113.05799102783203
1988-05-19,457.9,132.09625244140625,182.3395233154297,92.9433822631836
1988-05-20,454.9,72.98877716064453,78.3613510131836,74.69841003417969
1988-05-23,457.25,118.80516815185547,83.60433959960938,127.84617614746094
1988-05-24,457.25,98.7843246459961,78.78421020507812,98.57070922851562
1988-05-25,453.9,154.21636962890625,135.2926788330078,174.40061950683594
1988-05-26,453.25,109.03436279296875,113.87487030029297,120.88731384277344
1988-05-27,452.0,124.78851318359375,67.85694122314453,150.9317169189453
1988-05-30,,69.1920166015625,68.97903442382812,57.53532791137695
1988-05-31,455.5,90.65974426269531,97.33305358886719,81.18537902832031
1988-06-01,456.75,44.59225845336914,50.80571365356445,42.376983642578125
1988-06-02,453.7,90.53641510009766,63.711341857910156,106.2831039428711
1988-06-03,464.7,63.814788818359375,46.26789855957031,67.53599548339844
1988-06-06,464.55,80.43762969970703,87.48003387451172,60.805824279785156
1988-06-07,464.4,62.61943054199219,74.9120101928711,41.65601348876953
1988-06-08,457.85,111.99072265625,94.01768493652344,107.82755279541016
1988-06-09,455.45,54.3935546875,54.22612762451172,45.22994613647461
1988-06-10,457.6,94.48599243164062,121.89960479736328,83.18971252441406
1988-06-13,449.0,88.60778045654297,81.54003143310547,102.01866149902344
1988-06-14,446.5,115.3311767578125,127.75130462646484,106.55720520019531
1988-06-15,452.0,87.94427490234375,105.20829010009766,87.75410461425781
1988-06-16,453.9,94.34528350830078,94.05487823486328,95.8846206665039
1988-06-17,450.25,76.62522888183594,82.26547241210938,58.81502914428711
1988-06-20,454.2,103.95087432861328,96.72217559814453,103.72608184814453
1988-06-21,451.65,143.72711181640625,150.1077880859375,125.20471954345703
1988-06-22,448.5,75.81580352783203,81.39647674560547,58.19374084472656
1988-06-23,447.8,54.12692642211914,53.96031951904297,45.008235931396484
1988-06-24,443.25,50.021995544433594,55.408912658691406,36.97320556640625
1988-06-27,443.3,93.41297149658203,114.61592864990234,71.70075225830078
1988-06-28,443.85,57.004032135009766,75.77142333984375,52.66737747192383
1988-06-29,433.55,69.27422332763672,113.00890350341797,31.420196533203125
1988-06-30,436.55,72.34937286376953,103.03810119628906,51.56637191772461
1988-07-01,436.85,50.670249938964844,37.885711669921875,52.66737747192383
1988-07-04,,52.916419982910156,63.30424118041992,52.8019905090332
1988-07-05,437.55,120.73139953613281,135.4047393798828,125.48992919921875
1988-07-06,436.8,104.38764190673828,180.38162231445312,92.58837127685547
1988-07-07,440.9,92.0157699584961,68.79940032958984,105.20674133300781
1988-07-08,439.4,49.1661262512207,73.52217864990234,30.66238021850586
1988-07-11,436.8,106.32933807373047,81.54003143310547,122.42239379882812
1988-07-12,433.8,41.842960357666016,69.52360534667969,23.195819854736328
1988-07-13,435.0,64.95230865478516,77.7028579711914,43.20790481567383
1988-07-14,440.75,104.20329284667969,109.35003662109375,82.08786010742188
